"username","description","hand.label_simplified"
"KikiAdine","(she/her) liberal, Jewish mama of 4, DM challenged, reader, spoonie, disliker of liars & fake people #fuckhate #lovewins Follow me IG: https://t.co/8bs12HqHOA","other"
"TheSWPrincess","Colombiana🇨🇴 by heritage, US citizen by birth | Rescue dog mom | Siberian Husky aficionado | sci fi nut | Blocked by Doug Mastriano & Herschel Walker","other"
"RedStateBlues_","We’re Still here! We’re Still Standing! The Resistance; Women’s Rights are Human Rights; Pray for Ukraine 🇺🇦 Fight for Democracy 🇺🇸; Despise Trump; Attorney","other"
"johnlundin","Tweeting from the jungles of Colombia! Environmental activist, author of JOURNEY TO THE HEART OF THE WORLD. Search Google for 'John Lundin' to learn more.","other"
"SadieMaeTN","https://t.co/CvBL59vMzs *Healthcare *WomensRights *EqualRights *ClimateChange *GunReform I’m part of *OneVoice1 *Z31 https://t.co/TmcAwPL1Ee *Dems4USA *wtpBlue *DemVoice1","other"
"lesleyabravanel","Disco-loving, fascism fighting scribe, game show champ, yenta, wife, twin mama, hot sauce collector, Bloody Mary maven & says @NYPost, savvy gadfly. Tweets=mine","other"
"ABBYinFLA","Come and join me on a platform owned buy NO ONE. Find content without algorithms. Look for: @AbbyFla@sfba.social","other"
"cwebbonline","Husband | Father | Designer | California Native | Lifelong Dem","other"
"jadedcreative","writer • director he/him https://t.co/bScOUdMxuM """"What Happens Next"""" on amazon - @sdthemovie #bethelove #shoulderdance | https://t.co/qwVfTzoiSG","other"
"10223335","Shouldn't☐a☐strange☐&☐wonderful world☐be☐full☐of☐strange☐& wonderful☐people !! (0_-) Who☐wants☐followers☐I'll☐take☐friends☐any☐day!","other"
"u3Y4BDE","""""...And when they came for me, there was no one left to object...""""#Persist #Indivisible #ConvictTrump #FlipBlue2023","other"
"MelissaJPeltier","Writer/Filmmaker Mastodon: @MelissaJPeltier@tooting.ch Post: https://t.co/ctewOFsCiB Please watch #TheGameIsUp (scan above) to help heal ❤️s & minds.","other"
"Chris_1791","Roman Catholic. Pro-Life. Pro-adoption. No-kill animal shelters. Love Cats, Dogs & Animals, T2D.","other"
"lawrence_wray","I write
I make stuff up
I have fun
I've had cancer 17 times
I'm supposed to be dead
I didn't come this far, just to come this far
I follow back and retweet","other"
"Pajjr2016","Music lover and free ranging rapscallion. Bald and ribald love animals hate bullies!   Dangerous typist","other"
"DeborahDolen","Bestselling Author Deborah Dolen ♥ DIY Books & Film ♥ ✮On Amazon ☆ Barnes Noble☆ Anna Maria Island ☆ [got snacks will travel] ☆ Flavorist Extraordinaire CBD ♥","other"
"HeatherThomasAF","Actress writer activist  flyfisherwoman closet farmer patriot
co-founder LA CAFE co-founder DontGetPurged","other"
"seemva1","Political junkie, Progressive, fond of cooking , exploring new places, love to read . #RESIST #VOTEBLUE. Also on https://t.co/kcnKX9Cni3.","other"
"StephenBright","CatDad GrUncleX9+ GayNoH8 HeHim EmpathENFP FamilyCaregiver BoomerangGenX DisabledSpoonie CPTSD CPS CFS Fibro ResistFBR PruWTP TeamPeteKHive4Joe","other"
"tjbogart33","atheist, liberal, somewhat educated  #FBR. #persist
https://t.co/PafB6zZ1u9","other"
"fwa","The FWA - showcasing innovation every day since 2000.","other"
"Eathbound420","🌻Hippie,PEACE & LOVE, ONENESS ✨️
NO Racists GQP MADNESS, GUN CONTROL 
 CLIMATE CRISIS 🌍HEMP CLEAN 🌱
BLM🖤🤎 NO HATE! LBGTQI+🌈","other"
"LadyLakeMusic","Top 1% #SocialMedia• #SocialMagic #TM• 160M #SocialReach • Celebrating 16 Years • #Arts #Events #Promo • DM for #biz","other"
"myserenity69","🔥IT'S THE BIDEN ERA BITCHES🔥Fully vaxxed💉
Feminist💋Democrat🇺🇸Ally🏳️‍🌈#BLM✊🏽✊🏾
Proud Mom of 2 leftist sons. Rescued by a Pitbull🐾Alt: @maddoxxme🐾","other"
"Waterkeeper","Waterkeeper Alliance strengthens and grows a global network of grassroots leaders protecting everyone’s right to clean water.","other"
"CarlosGSmith","History-making former Florida lawmaker. LGBTQ. He/him/él. Good husband, brother, son, and favorite guncle.","other"
"pitiklinov","Psiquiatra, miembro de la Txori-Herri Medical Association y de los Beautiful Brains. Básicamente comparto artículos y cosas que leo que me parecen interesantes.","other-int"
"pixburghgrrl","I have just about had it.                                                                                            
  🌊🌊🌊🌊🌊 
@Pixburghgrrl@newsie.social","other"
"JTraversDevine","Leftist Dem since 1950's. Retired Labor Union Rep. Rotarian. CSUN. US Army Security Agency.  Angels & UCLA! Past D Candidate ('70) Owned by 2 Cats No DM's. FBR","other"
"Just_a_Texan","Don't follow if you're PC, vote DEM, don't vote or are racist. 🇺🇸 #StopTheSteal","other"
"OP_Society","A team of passionate artists, activists & change agents promoting sustainability & the protection of our oceans & endangered species. #TheCove #RacingExtinction","other"
"kstreet111","Progressive USAF VET M.S.Ed  #TrumpRICO #TheResistance #BecauseGOPKnowsTheyHaveBloodOnTheirHands #VoteVets #BidenHarris #TrumpKilledMyBrother #TrumpKilledMyAunt","other"
"BrenSumner","Climate Change 🌍 LGBTQ 🏳️‍🌈
Adopt, Don't Shop 🐾 #VoteBlue 🌊  Be Kind 💙","other"
"MarkCranfield_","10year+ manager of dept controlling £20million risk fund. Legal insurance risk analyst for 26 years. 53yo #BLM 🌈+ ally. 🚫Don't DM me","other"
"pablorodas","From one of the top European accounts about climate change to a 100% dedicated page to support the Ukrainian fight against the Russian invasion.","other"
"LisaDenise54","USAFvet ~ 🎸Rock
 🐾Animals Rule 🐾  Vegan-ish🥕🥦 ~💍 *#Resist~#IFB~#BLM* *#BidenDelivers💙*
 *#ClimateAction🌧️🌡️🔥 
*YOU* matter 🤟~🚫 DM🌊🌊🌊🌊🌊🌊 420🌿","other"
"JCrongeyer","I can't change the direction of the wind, but I can adjust my sails to always reach my destination. -Jimmy Dean #Resist #M4A...","other"
"tweetMalena","#Resist! Stay & fight fascism
🌊I'm a mom &❤er of democracy against racism!
#Latinx
#FBR
#BLM
#DemVictory
CS/Post:@malena
Tiktok/Mastadon:@malenasoy
IG:@malenav","other"
"ShadowDogDesign","Passionate about creating unique handmade jewelry. Avid reader & intrepid wanderer. LOVE my rescue shadow dog, Seamus (aka Moose) #IStandWithUkraine","other"
"bjcreigh","Dad to 2, husband to 1. One-handed water-drinker. Trying humor instead of anger & failing. Proudly progressive. Balls out means without restraint #Resist #BLM","other"
"Casper30214","Army Civil Service(Retired);Military Ops Research Analyst; HLS; FEMA Cert; AS Criminal Justice; BS Aeronautical Science; MBA; FAA Cert Flight Instructor;","other"
"enckj","Former EPA Regional Administrator, President of Beyond Plastics, Bennington College Visiting Professor. On the WAMC Roundtable Show every Friday.","acad"
"nuclearkelly","Scientist at ORNL, DOE Early Career Awardee, FRIB User Organization Chair. She blinded me with science! (views are my own)","acad"
"stukhan","Dad. Director of the Australian Graduate School of Engineering (AGSE) at @UNSW. Professor of Civil & Environmental Engineering at @UNSW. Scientia potentia est.","acad"
"PatMag7","Podcasting about Feminist Participatory Action Researchers, activist, mom. Intersectional Feminisms & Gender Justice. Repurposed professor Emeritus WNMU","acad"
"RTeachquijote","Professor, grandmother, Democrat, francophile.","acad"
"TwitTok8","TwitTok where TikTok comes to party 🎈 Incredible, Amazing, Videos.📱#TikTokCommunity #Endless #Entertainment⚠️ Always do your research on weird videos.","other"
"eduboue","Neuroscientist, New Orleanian, dog lover. Assistant Professor at FAU studying neuronal modulation of stress using zebrafish and cavefish.","acad"
"drempowerment","Book Coach | Author | Professor |Alpha Kappa Alpha | NLP Practitioner | @USouthFlorida alum","acad"
"PlanetSWAMPY","Influencer. Scientist. Author. Artist. Owner of Planet SWAMPY LLC. Global voice for clean water wetland science and Earth Day","acad"
"rowe_derrick","Eagle Scout, Past Commander SUV Camp 19, Adjunct at Alvernia, furry. PhD student at University of Glasgow in @UofGwarstudies.","acad"
"LeonLSutton","A very concerned citizen. I use twitter to research, read & evaluate. I tweet to share my limited knowledge in case it can be of help to someone else! Thanks","other"
"UF_IFAS_FRED","Exploring economic questions through research to provide informative analysis on agriculture, food and natural resource issues in Florida and beyond.","acad"
"BryanRabon","Environmental Scientist, SC Native, Working to protect the Waters of SC for the health of the citizens and ecosystem Opinions are mine #rstats #waterquality","acad"
"kirkwoodjones","Lookin for Truths.. and retweeting some things that need further research","other"
"cnatsphysalia","Latina🇵🇷 Marine Scientist🔬ABD Dr. Jellyfish🎓 Animal and Plant Lover🐾🪴RPDR Fan💃🏽 Advocate of diversity, inclusion and equity 🫶🏽","acad"
"DrJudyStone","Author: Resilience: One Family’s Story of Hope https://t.co/HizPlFpv2t & Conducting Clinical Research https://t.co/ouKPTQlT5n ID doc, freelance
@drjudystone@mstdn.science","acad"
"matrotz","everyday person. educator. environmental engineer. Professor, USF; Past President, AEESP; Board Member, Fragments of Hope Corp. Views are mine alone.","acad"
"rfbond007","Water Quality Researcher and Food Safety , water sampler and monitoring","acad"
"stephaniekays","steph 🦣 scientist👩🏻‍🔬🧪 medicine 💊💉 mom 👦🏻🐶🍺🌮⚾️🖖🧶 she/her 🏳️‍🌈 #BlackLivesMatter #StopAsianHate","acad"
"angie_keathly","Medical Scientist🧬🧪🦠🩸🧫🔬Liberal🏴‍☠️Smart-ass & Southern! ❤️🐶 🔥#DemVoice1 Partner💙","acad"
"DavidWSmith8","Retired from: Miami Dade College


Associate Professor Senior,  taught Digital Imaging and Motion Graphics Married to Sally Smith","acad"
"MBSociety","Join us at the MarineBio Conservation Society to help create a sustainable and healthy ocean through science, conservation, education & research.","acad"
"sattigarahalli","I teach Plant Pathology and Nematology; ICAR - Professor Emeritus (till recently).","acad"
"katherynoconne3","Despise Trump #resistance #Moscow Mitch Dog- kid- and music- lover ,amateur potter , retired professor No DMs","other"
"GlennJaecks","Geology professor. Pro democracy, pro science, pro climate, pro diversity, pro choice. Napping wonk
End fossil fuels.","acad"
"RealKPenceNotSL","US Army Veteran.🪖 Bach Sci deg in Math from private college.  My 1 required religion class was Bible history.  I enjoy Analysis, Research, & Sewing.😎 NO DMs.","other"
"chuckbenbrook","Scientist. Author. Expert witness in Roundup-NHL litigation. Advocate for health-driven transformation in all things food and ag.","acad"
"2planetdwellers","Stephanie RN, Ret. open heart/trauma-David PhD, Ret- professor, biology Photographers--Digital Images Nature photos--Baja to Alaska","other"
"brainswartz","Scientist ‣ Technologist ‣ Futurist • Stanford (MAHB) Berkeley (UCJEPS)","acad"
"EmmaLBriant","Propaganda Prof and Fellow @BardCollege; @cmdsatCEU; CambridgeCFRA; Researcher Oscar-shortlisted @thegreathackdoc; Agent: @Inkwellmgmt","acad"
"IndiaJenkins1","Soon to be Screenwriter, Advocate for Alzheimer's research, sports and movie fan, and hell no I will not stay in my lane. #TruthMatters","other"
"ranjanpanda","Odisha's Water Man! Convenes @WaterInitiativ1 & CombatClimateChangeNetwork,India. Co-founder @Youth4WaterIn Researcher,Columns, Fotos,Blogs, Campaigner,Speaker!","other"
"Brad_Rosenheim","Isotope scientist. Climate scientist. Citizen. Person of precision, but I know when to sacrifice precision for accuracy.  Mastodon-@climatejustice.rocks","acad"
"johnsont04","DEMOCRATIC SOCIALIST. MAT; LCSW-C for the marginalized . ..SPECIFIC LEGISLATION for AA  ... Adjunct; Policy;educator& learner everyday #nerdland","acad"
"IVanderjewels","Scientist/World traveler/avid basketball fan University of Kentucky alum here to speak the truth & correct your grammar. I take my confefe black.☕️","acad"
"AMWriter","#Consulting historian active in #research, #writing, #editing, and #teaching. Also enjoy hiking, birding, and traveling. I have not seen the whole world — yet.","acad"
"netcom_cosmic","🌊 #ClimateChange #Healthcare4All #Choice

Cardiovascular imaging & informatics scientist (retired), paraprosdokian & eastern wisdom.","other"
"thingsmymomsay1","Research everything. Truth seeker. RT & liked are articles I want to read. photos & videos mine. Trust God.","other"
"ASanchezs65","♿Pain pt,Autoimmune,Fibro,Breast ca, CRPS. Good Drs, Anti-Violence, NO politics, MBC Research 
Yoga🧘‍♀️Ocean🌊
Gma of 👶🏽👶🏽👶🏽❤️💙❤️
Bulldog mom🐾💙","other"
"LLRX","E-journal on law, tech, KM, research for Librarians, Lawyers, Researchers, Academics, Advocacy, Journalists since 1996. See also https://t.co/Rp9gqTq0Bh","other"
"msjisjeanette","My life is a work in progress. A Christian still working to show you Christ. Indie Author & Clinical Lab Scientist saving lives 1 lab test @ a time. Psalm 19:14","acad"
"MichaelPeeples1","IT professional, computer historian, armchair scientist, avid reader, foodie, closet pianist.","other"
"Marahh2o","Marine biologist.Hybrid thinker. Scientist & Storyteller. Author SEX IN THE SEA. Director of Discovery @FutureofFish. Warning: Overactive imagination. She/her.","acad"
"TheBoydCompany","Since 1975, the trusted provider of research and advice to leading companies, organizations, and governments. Corporate Site Selection and Economic Development","other"
"SantanuB01","Former #NASA scientist, visiting academic IISc & MIT, former #Facebook Growth & #Airtel Data & future settler on Mars or Tatooine🙂","other"
"NathanTarantla","Author, voice actor, narrator, paranormal and occult expert, supernatural researcher. https://t.co/R77XjRbsdR","other"
