"username","hand.label_simplified","description","max.class","single.label"
"SocialistVoice","other","Democratic Socialism🌹| Social Justice Activism ♿ | Trade Unionism ✊🏼 | Environmentalism 🌍🐘 | LGBTQI+ 🏳️‍🌈🏳️‍⚧️ | #FreePalestine 🇵🇸 | #BlackLivesMatter","other","other"
"ShelbyKStewart","other","Writer, Author, Part-time poet, Woke AF ~ #TeamJustice #HumanRights #BLM  #LGBTQAlly 🏳️‍🌈 #AnimalRights","other","other"
"BudGothmog44","other","78 mar LCSW 50 yrs in Recovery USAF Vet Atheist Dem fm NJ Ohio Mass Hawaii NY Fla #Resistance #BlueCrew #VoteBlue #ACLU #SPLC #BLM 🌈#LGBTQ 🌊🌊🌊","other","other"
"stupidDOPE","media","Where style, culture, and creativity converge in the heart of NYC 🗽 #stupidDOPE #NYC #Harlem","other","other"
"koolkaryn","other","#ResisterSister 💟 #49ers4Life
❤️#BLM

Welcome to my page! Straight jackets are on the left, meds to the right & keep your hands off my crayons!","other","other"
"JohnnaCrider1","other","Shreveport native #WhoDat #GeauxTigers","other","other"
"VoteAPL","gov","FL-13 Congresswoman-elect USAF VET 🇺🇸  #AMERICAFIRST 🇺🇸 | USAF veteran | Proud Military Wife https://t.co/ms8m73HQVa","other","other"
"GMOFreeUSA","other","We are a national group, educating consumers about the potential hazards of Genetically Engineered foods and toxic chemicals.","other","other"
"straczynski","other","READ FAQ BEFORE POSTING https://t.co/AMh5M6qnuV 

Writer: Changeling, Babylon 5, Sense8, Together We Will Go (new novel) DON'T POST STORY IDEAS","other","other"
"resistbot","other","Direct Message me or text RESIST to 50409 to contact your officials. Free! Nonprofit. 9.6 million served. 31 million letters sent. 🦣 @resistbot@democracy.town","other","other"
"kodiak149","other","Lucky guy in great country I follow back and unfollow those that don’t, Resistance is not futile GoodTrouble #WeAre                       Post @ kodiak149","other","other"
"KikiAdine","other","(she/her) liberal, Jewish mama of 4, DM challenged, reader, spoonie, disliker of liars & fake people #fuckhate #lovewins Follow me IG: https://t.co/8bs12HqHOA","other","other"
"TheSWPrincess","other","Colombiana🇨🇴 by heritage, US citizen by birth | Rescue dog mom | Siberian Husky aficionado | sci fi nut | Blocked by Doug Mastriano & Herschel Walker","other","other"
"RedStateBlues_","other","We’re Still here! We’re Still Standing! The Resistance; Women’s Rights are Human Rights; Pray for Ukraine 🇺🇦 Fight for Democracy 🇺🇸; Despise Trump; Attorney","other","other"
"johnlundin","other","Tweeting from the jungles of Colombia! Environmental activist, author of JOURNEY TO THE HEART OF THE WORLD. Search Google for 'John Lundin' to learn more.","other","other"
"SadieMaeTN","other","https://t.co/CvBL59vMzs *Healthcare *WomensRights *EqualRights *ClimateChange *GunReform I’m part of *OneVoice1 *Z31 https://t.co/TmcAwPL1Ee *Dems4USA *wtpBlue *DemVoice1","other","other"
"lesleyabravanel","other","Disco-loving, fascism fighting scribe, game show champ, yenta, wife, twin mama, hot sauce collector, Bloody Mary maven & says @NYPost, savvy gadfly. Tweets=mine","other","other"
"ABBYinFLA","other","Come and join me on a platform owned buy NO ONE. Find content without algorithms. Look for: @AbbyFla@sfba.social","other","other"
"cwebbonline","other","Husband | Father | Designer | California Native | Lifelong Dem","other","other"
"jadedcreative","other","writer • director he/him https://t.co/bScOUdMxuM """"What Happens Next"""" on amazon - @sdthemovie #bethelove #shoulderdance | https://t.co/qwVfTzoiSG","other","other"
"10223335","other","Shouldn't☐a☐strange☐&☐wonderful world☐be☐full☐of☐strange☐& wonderful☐people !! (0_-) Who☐wants☐followers☐I'll☐take☐friends☐any☐day!","other","other"
"u3Y4BDE","other","""""...And when they came for me, there was no one left to object...""""#Persist #Indivisible #ConvictTrump #FlipBlue2023","other","other"
"MelissaJPeltier","other","Writer/Filmmaker Mastodon: @MelissaJPeltier@tooting.ch Post: https://t.co/ctewOFsCiB Please watch #TheGameIsUp (scan above) to help heal ❤️s & minds.","other","other"
"Chris_1791","other","Roman Catholic. Pro-Life. Pro-adoption. No-kill animal shelters. Love Cats, Dogs & Animals, T2D.","other","other"
"lawrence_wray","other","I write
I make stuff up
I have fun
I've had cancer 17 times
I'm supposed to be dead
I didn't come this far, just to come this far
I follow back and retweet","other","other"
"Pajjr2016","other","Music lover and free ranging rapscallion. Bald and ribald love animals hate bullies!   Dangerous typist","other","other"
"DeborahDolen","other","Bestselling Author Deborah Dolen ♥ DIY Books & Film ♥ ✮On Amazon ☆ Barnes Noble☆ Anna Maria Island ☆ [got snacks will travel] ☆ Flavorist Extraordinaire CBD ♥","other","other"
"HeatherThomasAF","other","Actress writer activist  flyfisherwoman closet farmer patriot
co-founder LA CAFE co-founder DontGetPurged","other","other"
"seemva1","other","Political junkie, Progressive, fond of cooking , exploring new places, love to read . #RESIST #VOTEBLUE. Also on https://t.co/kcnKX9Cni3.","other","other"
"StephenBright","other","CatDad GrUncleX9+ GayNoH8 HeHim EmpathENFP FamilyCaregiver BoomerangGenX DisabledSpoonie CPTSD CPS CFS Fibro ResistFBR PruWTP TeamPeteKHive4Joe","other","other"
"tjbogart33","other","atheist, liberal, somewhat educated  #FBR. #persist
https://t.co/PafB6zZ1u9","other","other"
"fwa","other","The FWA - showcasing innovation every day since 2000.","other","other"
"Eathbound420","other","🌻Hippie,PEACE & LOVE, ONENESS ✨️
NO Racists GQP MADNESS, GUN CONTROL 
 CLIMATE CRISIS 🌍HEMP CLEAN 🌱
BLM🖤🤎 NO HATE! LBGTQI+🌈","other","other"
"LadyLakeMusic","other","Top 1% #SocialMedia• #SocialMagic #TM• 160M #SocialReach • Celebrating 16 Years • #Arts #Events #Promo • DM for #biz","other","other"
"myserenity69","other","🔥IT'S THE BIDEN ERA BITCHES🔥Fully vaxxed💉
Feminist💋Democrat🇺🇸Ally🏳️‍🌈#BLM✊🏽✊🏾
Proud Mom of 2 leftist sons. Rescued by a Pitbull🐾Alt: @maddoxxme🐾","other","other"
"Waterkeeper","other","Waterkeeper Alliance strengthens and grows a global network of grassroots leaders protecting everyone’s right to clean water.","other","other"
"CarlosGSmith","other","History-making former Florida lawmaker. LGBTQ. He/him/él. Good husband, brother, son, and favorite guncle.","other","other"
"pitiklinov","other-int","Psiquiatra, miembro de la Txori-Herri Medical Association y de los Beautiful Brains. Básicamente comparto artículos y cosas que leo que me parecen interesantes.","other","other"
"pixburghgrrl","other","I have just about had it.                                                                                            
  🌊🌊🌊🌊🌊 
@Pixburghgrrl@newsie.social","other","other"
"JTraversDevine","other","Leftist Dem since 1950's. Retired Labor Union Rep. Rotarian. CSUN. US Army Security Agency.  Angels & UCLA! Past D Candidate ('70) Owned by 2 Cats No DM's. FBR","other","other"
"Just_a_Texan","other","Don't follow if you're PC, vote DEM, don't vote or are racist. 🇺🇸 #StopTheSteal","other","other"
"OP_Society","other","A team of passionate artists, activists & change agents promoting sustainability & the protection of our oceans & endangered species. #TheCove #RacingExtinction","other","other"
"kstreet111","other","Progressive USAF VET M.S.Ed  #TrumpRICO #TheResistance #BecauseGOPKnowsTheyHaveBloodOnTheirHands #VoteVets #BidenHarris #TrumpKilledMyBrother #TrumpKilledMyAunt","other","other"
"BrenSumner","other","Climate Change 🌍 LGBTQ 🏳️‍🌈
Adopt, Don't Shop 🐾 #VoteBlue 🌊  Be Kind 💙","other","other"
"MarkCranfield_","other","10year+ manager of dept controlling £20million risk fund. Legal insurance risk analyst for 26 years. 53yo #BLM 🌈+ ally. 🚫Don't DM me","other","other"
"pablorodas","other","From one of the top European accounts about climate change to a 100% dedicated page to support the Ukrainian fight against the Russian invasion.","other","other"
"LisaDenise54","other","USAFvet ~ 🎸Rock
 🐾Animals Rule 🐾  Vegan-ish🥕🥦 ~💍 *#Resist~#IFB~#BLM* *#BidenDelivers💙*
 *#ClimateAction🌧️🌡️🔥 
*YOU* matter 🤟~🚫 DM🌊🌊🌊🌊🌊🌊 420🌿","other","other"
"JCrongeyer","other","I can't change the direction of the wind, but I can adjust my sails to always reach my destination. -Jimmy Dean #Resist #M4A...","other","other"
"tweetMalena","other","#Resist! Stay & fight fascism
🌊I'm a mom &❤er of democracy against racism!
#Latinx
#FBR
#BLM
#DemVictory
CS/Post:@malena
Tiktok/Mastadon:@malenasoy
IG:@malenav","other","other"
"ShadowDogDesign","other","Passionate about creating unique handmade jewelry. Avid reader & intrepid wanderer. LOVE my rescue shadow dog, Seamus (aka Moose) #IStandWithUkraine","other","other"
"bjcreigh","other","Dad to 2, husband to 1. One-handed water-drinker. Trying humor instead of anger & failing. Proudly progressive. Balls out means without restraint #Resist #BLM","other","other"
"Casper30214","other","Army Civil Service(Retired);Military Ops Research Analyst; HLS; FEMA Cert; AS Criminal Justice; BS Aeronautical Science; MBA; FAA Cert Flight Instructor;","acad","acad"
"enckj","acad","Former EPA Regional Administrator, President of Beyond Plastics, Bennington College Visiting Professor. On the WAMC Roundtable Show every Friday.","acad","acad"
"nuclearkelly","acad","Scientist at ORNL, DOE Early Career Awardee, FRIB User Organization Chair. She blinded me with science! (views are my own)","acad","acad"
"stukhan","acad","Dad. Director of the Australian Graduate School of Engineering (AGSE) at @UNSW. Professor of Civil & Environmental Engineering at @UNSW. Scientia potentia est.","acad","acad"
"PatMag7","acad","Podcasting about Feminist Participatory Action Researchers, activist, mom. Intersectional Feminisms & Gender Justice. Repurposed professor Emeritus WNMU","acad","acad"
"RTeachquijote","acad","Professor, grandmother, Democrat, francophile.","acad","acad"
"TwitTok8","other","TwitTok where TikTok comes to party 🎈 Incredible, Amazing, Videos.📱#TikTokCommunity #Endless #Entertainment⚠️ Always do your research on weird videos.","acad","acad"
"eduboue","acad","Neuroscientist, New Orleanian, dog lover. Assistant Professor at FAU studying neuronal modulation of stress using zebrafish and cavefish.","acad","acad"
"drempowerment","acad","Book Coach | Author | Professor |Alpha Kappa Alpha | NLP Practitioner | @USouthFlorida alum","acad","acad"
"PlanetSWAMPY","acad","Influencer. Scientist. Author. Artist. Owner of Planet SWAMPY LLC. Global voice for clean water wetland science and Earth Day","acad","acad"
"rowe_derrick","acad","Eagle Scout, Past Commander SUV Camp 19, Adjunct at Alvernia, furry. PhD student at University of Glasgow in @UofGwarstudies.","acad","acad"
"LeonLSutton","other","A very concerned citizen. I use twitter to research, read & evaluate. I tweet to share my limited knowledge in case it can be of help to someone else! Thanks","acad","acad"
"UF_IFAS_FRED","acad","Exploring economic questions through research to provide informative analysis on agriculture, food and natural resource issues in Florida and beyond.","acad","acad"
"BryanRabon","acad","Environmental Scientist, SC Native, Working to protect the Waters of SC for the health of the citizens and ecosystem Opinions are mine #rstats #waterquality","acad","acad"
"kirkwoodjones","other","Lookin for Truths.. and retweeting some things that need further research","acad","acad"
"cnatsphysalia","acad","Latina🇵🇷 Marine Scientist🔬ABD Dr. Jellyfish🎓 Animal and Plant Lover🐾🪴RPDR Fan💃🏽 Advocate of diversity, inclusion and equity 🫶🏽","acad","acad"
"DrJudyStone","acad","Author: Resilience: One Family’s Story of Hope https://t.co/HizPlFpv2t & Conducting Clinical Research https://t.co/ouKPTQlT5n ID doc, freelance
@drjudystone@mstdn.science","acad","acad"
"matrotz","acad","everyday person. educator. environmental engineer. Professor, USF; Past President, AEESP; Board Member, Fragments of Hope Corp. Views are mine alone.","acad","acad"
"rfbond007","acad","Water Quality Researcher and Food Safety , water sampler and monitoring","acad","acad"
"stephaniekays","acad","steph 🦣 scientist👩🏻‍🔬🧪 medicine 💊💉 mom 👦🏻🐶🍺🌮⚾️🖖🧶 she/her 🏳️‍🌈 #BlackLivesMatter #StopAsianHate","acad","acad"
