"","text","lang","possibly_sensitive","id","created_at.x","conversation_id","author_id","reply_settings","in_reply_to_user_id","created_at.y","username","name","url","profile_image_url","protected","pinned_tweet_id","verified","description","location","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","geo_place_id","text_with_display_links"
"36","RT @ZackSampson: Wastewater appears to be leaking at an old phosphate plant in Palmetto. To prevent “a potential catastrophic failure,"" sta…","en",FALSE,"1376885491648364549",2021-03-30 13:14:17,"1376885491648364549","617581678","everyone",NA,"2012-06-24T23:39:56.000Z","mayaburke","maya",NA,"https://pbs.twimg.com/profile_images/1516912986044219393/3EY2-XpH_normal.jpg",FALSE,NA,FALSE,"assistant director for @TBEP1991 https://t.co/vZegZF5OjC #envsocsci #marsocsci #scipol #openscience #floridawoman","saint petersburg, florida",9,0,0,0,0,205,730,469,2,NA,"Wastewater appears to be leaking at an old phosphate plant in Palmetto. To prevent “a potential catastrophic failure,"" state regulators have approved controlled releases to Port Manatee on Tampa Bay. https://t.co/KApnXQUCH2"
"37","RT @ZackSampson: Wastewater appears to be leaking at an old phosphate plant in Palmetto. To prevent “a potential catastrophic failure,"" sta…","en",FALSE,"1376886695098916866",2021-03-30 13:19:04,"1376886695098916866","2978125883","everyone",NA,"2015-01-14T14:24:15.000Z","fawda123","Marcus W Beck","https://t.co/xh76ohM4a5","https://pbs.twimg.com/profile_images/674965971765870592/2tyTjwMT_normal.jpg",FALSE,NA,FALSE,"Water quality data guy with experience in bioassessment and estuaries, semi-pro amateur in #rstats package and Shiny application dev. He/him.","St. Petersburg, FL",9,0,0,0,0,310,410,670,8,NA,"Wastewater appears to be leaking at an old phosphate plant in Palmetto. To prevent “a potential catastrophic failure,"" state regulators have approved controlled releases to Port Manatee on Tampa Bay. https://t.co/KApnXQUCH2"
"38","RT @ZackSampson: Wastewater appears to be leaking at an old phosphate plant in Palmetto. To prevent “a potential catastrophic failure,"" sta…","en",FALSE,"1376891458284888065",2021-03-30 13:37:59,"1376891458284888065","758819956427370497","everyone",NA,"2016-07-29T00:22:30.000Z","marmite_usf","Dr Tim Conway","https://t.co/KgYkAopxLv","https://pbs.twimg.com/profile_images/1348700850168934402/wTQgV5ul_normal.jpg",FALSE,NA,FALSE,"Associate Prof @USFCMS. Interested in how tiny amounts of trace metals influence earth system cycling. I tweet many Florida birds. All views are my own. He/him.",NA,9,0,0,0,0,1262,1135,9578,5,NA,"Wastewater appears to be leaking at an old phosphate plant in Palmetto. To prevent “a potential catastrophic failure,"" state regulators have approved controlled releases to Port Manatee on Tampa Bay. https://t.co/KApnXQUCH2"
"39","Wastewater from Piney Point released into Tampa Bay following leak at phosphogypsum stacks . https   www heraldtribune com story news local manatee 2021 03 30 wastewater piney point manatee county released into tampa bay 7053574002","en",FALSE,"1376892496844886027",2021-03-30 13:42:07,"1376892496844886027","6942422","everyone",NA,"2007-06-19T21:13:46.000Z","HeraldTribune","Sarasota Herald-Tribune","https://t.co/W5oFw0FxIi","https://pbs.twimg.com/profile_images/1369704378400186370/IVjDQiBD_normal.png",FALSE,NA,TRUE,"The Sarasota Herald-Tribune is Southwest Florida's source for news, commentary and more.","Sarasota, Florida",2,0,3,0,0,61772,836,119007,923,NA,"Wastewater from Piney Point released into Tampa Bay following leak at phosphogypsum stacks https://t.co/DcNClXXbWE"
"40","RT @ZackSampson: Wastewater appears to be leaking at an old phosphate plant in Palmetto. To prevent “a potential catastrophic failure,"" sta…","en",FALSE,"1376893603591651328",2021-03-30 13:46:31,"1376893603591651328","41584448","everyone",NA,"2009-05-21T13:22:33.000Z","CoreyGJohnson","Corey Johnson",NA,"https://pbs.twimg.com/profile_images/378800000485677998/c6d3bad1b76e3471de5cdf6b0f7ef9e4_normal.jpeg",FALSE,"1089643831946108930",TRUE,"Reporter @ProPublica. @PulitzerPrize winner. @FAMU_1887 alum. Digger for truth. ATL born & made. Send tips to corey.johnson@propublica.org","Tampa, FL",9,0,0,0,0,9591,5960,19322,350,NA,"Wastewater appears to be leaking at an old phosphate plant in Palmetto. To prevent “a potential catastrophic failure,"" state regulators have approved controlled releases to Port Manatee on Tampa Bay. https://t.co/KApnXQUCH2"
"41","RT @HeraldTribune: Wastewater from Piney Point released into Tampa Bay following leak at phosphogypsum stacks https://t.co/DcNClXXbWE","en",FALSE,"1376897938392186886",2021-03-30 14:03:44,"1376897938392186886","995153815","everyone",NA,"2012-12-07T14:12:59.000Z","tbenderphoto1","TBenderPhoto","https://t.co/5XH2RMzgxQ","https://pbs.twimg.com/profile_images/3018991263/cc4c03d5b9f5c0c31112bfb5e81660a7_normal.jpeg",FALSE,"917047464179453963",TRUE,"Photojournalist Thomas Bender has been capturing live news events with his own distinctive flair for 38 years at the Sarasota @HeraldTribune https://t.co/mheS1ILRJJ","FL",2,0,0,0,0,19398,19193,14278,111,NA,"Wastewater from Piney Point released into Tampa Bay following leak at phosphogypsum stacks https://t.co/DcNClXXbWE"
"42","Wastewater from Piney Point released into Tampa Bay following leak at phosphogypsum stacks  via @heraldtribune #RemoveRon. https   www heraldtribune com story news local manatee 2021 03 30 wastewater piney point manatee county released into tampa bay 7053574002","en",FALSE,"1376916078828355586",2021-03-30 15:15:49,"1376916078828355586","1275139095350706176","everyone",NA,"2020-06-22T18:50:56.000Z","MargeLovallo","Marge LOVALLO🇺🇦🇺🇦🇺🇦🙏🏻💙💙💙💙💙💙🌊🌊🌊🌊",NA,"https://pbs.twimg.com/profile_images/1436357432398262281/4QitiPaa_normal.jpg",FALSE,NA,FALSE,"artist gardener","34233",0,0,0,0,0,323,203,38664,1,NA,"Wastewater from Piney Point released into Tampa Bay following leak at phosphogypsum stacks https://t.co/9CtRBORB2D via @heraldtribune #RemoveRon"
"43","Wastewater appears to be leaking at an old phosphate plant in Palmetto. To prevent “a potential catastrophic failure,"" state regulators have approved controlled releases to Port Manatee on Tampa Bay. . https   www tampabay com news environment 2021 03 30 leak at old phosphate plant could cause discharges into tampa bay","en",FALSE,"1376917392417300480",2021-03-30 15:21:02,"1376917392417300480","14304462","everyone",NA,"2008-04-04T17:14:50.000Z","TB_Times","Tampa Bay Times","https://t.co/cGIDc1tNIf","https://pbs.twimg.com/profile_images/1066713591246725120/wFmoB0Xs_normal.jpg",FALSE,"1593648689536413696",TRUE,"Florida's largest newspaper with 14 Pulitzer Prizes. Have story ideas or tips? DM us. Support our local journalism: https://t.co/9cTNKzUWzN","St. Petersburg, Florida",4,2,2,0,0,319670,5488,267508,3121,NA,"Wastewater appears to be leaking at an old phosphate plant in Palmetto. To prevent “a potential catastrophic failure,"" state regulators have approved controlled releases to Port Manatee on Tampa Bay. https://t.co/ZuIByL2ttm"
"44","RT @ZackSampson: Wastewater appears to be leaking at an old phosphate plant in Palmetto. To prevent “a potential catastrophic failure,"" sta…","en",FALSE,"1376918173572755461",2021-03-30 15:24:09,"1376918173572755461","17873369","everyone",NA,"2008-12-04T18:03:12.000Z","CharlieFrago","Charlie Frago","https://t.co/uISsduaLRA","https://pbs.twimg.com/profile_images/1169326335266873344/TEB8ae5V_normal.jpg",FALSE,NA,TRUE,"Tampa City Hall reporter for @TB_Times. Formerly covered St. Petersburg and Clearwater. Retweets and Favorites aren't endorsements.","Tampa, FL",9,0,0,0,0,4928,3737,14779,155,NA,"Wastewater appears to be leaking at an old phosphate plant in Palmetto. To prevent “a potential catastrophic failure,"" state regulators have approved controlled releases to Port Manatee on Tampa Bay. https://t.co/KApnXQUCH2"
"45","@TB_Times Ugh","und",FALSE,"1376918250731212801",2021-03-30 15:24:27,"1376917392417300480","20930240","everyone","14304462","2009-02-15T19:25:19.000Z","SouthernJewel","Donna in Lakeland FL",NA,"https://pbs.twimg.com/profile_images/1581114670429134849/7MII8y25_normal.jpg",FALSE,"1565534633130954753",FALSE,"🇺🇦 😷 #StandWithUkraine #LoverOfCarbs “Morality in terms of behavior, not in terms of theology” Frank Zappa 👋 SouthernJewel on Post, Spoutible and Mastadon","Lakeland, FL",0,0,0,0,0,1548,485,124021,28,NA,NA
"46","RT @TB_Times: Wastewater appears to be leaking at an old phosphate plant in Palmetto. To prevent “a potential catastrophic failure,"" state…","en",FALSE,"1376918742861369345",2021-03-30 15:26:24,"1376918742861369345","1081334787669925889","everyone",NA,"2019-01-04T23:41:18.000Z","LeslieW29356829","Leslie Williams",NA,"https://pbs.twimg.com/profile_images/1081335221436534785/XyMgNzMB_normal.jpg",FALSE,NA,FALSE,"",NA,4,0,0,0,0,115,1210,10556,0,NA,"Wastewater appears to be leaking at an old phosphate plant in Palmetto. To prevent “a potential catastrophic failure,"" state regulators have approved controlled releases to Port Manatee on Tampa Bay. https://t.co/ZuIByL2ttm"
"47","RT @ZackSampson: Wastewater appears to be leaking at an old phosphate plant in Palmetto. To prevent “a potential catastrophic failure,"" sta…","en",FALSE,"1376946944019423242",2021-03-30 17:18:28,"1376946944019423242","400965715","everyone",NA,"2011-10-29T21:03:31.000Z","MalenaCarollo","Malena Carollo","https://t.co/c8s5P88oWP","https://pbs.twimg.com/profile_images/1552639674174373888/G-8JjELr_normal.jpg",FALSE,NA,TRUE,"Investigative reporter for @themarkup | Formerly @TB_Times, @CSMPasscode | alumna @Columbiajourn | Signal/📞: (813) 591-0688","Tampa, FL",9,0,0,0,0,1863,1253,4046,92,NA,"Wastewater appears to be leaking at an old phosphate plant in Palmetto. To prevent “a potential catastrophic failure,"" state regulators have approved controlled releases to Port Manatee on Tampa Bay. https://t.co/KApnXQUCH2"
"48","RT @TB_Times: Wastewater appears to be leaking at an old phosphate plant in Palmetto. To prevent “a potential catastrophic failure,"" state…","en",FALSE,"1376978839428083715",2021-03-30 19:25:13,"1376978839428083715","1331655852110082049","everyone",NA,"2020-11-25T17:48:08.000Z","GJDavis6","GJDavis",NA,"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,NA,FALSE,"",NA,4,0,0,0,0,1,17,463,0,NA,"Wastewater appears to be leaking at an old phosphate plant in Palmetto. To prevent “a potential catastrophic failure,"" state regulators have approved controlled releases to Port Manatee on Tampa Bay. https://t.co/ZuIByL2ttm"
"49","Wastewater from Piney Point released into Tampa Bay following leak at phosphogypsum stacks  via @heraldtribune. https   www heraldtribune com story news local manatee 2021 03 30 wastewater piney point manatee county released into tampa bay 7053574002","en",FALSE,"1376991471354646528",2021-03-30 20:15:24,"1376991471354646528","509348757","everyone",NA,"2012-02-29T22:32:52.000Z","NYSEDISBROKEN","Kathleen Chamberlain","http://t.co/Vh0vo55TZQ","https://pbs.twimg.com/profile_images/742759588928294913/T9N0GsMf_normal.jpg",FALSE,NA,FALSE,"Parent, spouse and aunt of persons with Learning Differences.  I am also an educational advocate for children with LDs","Long Island    NY",0,0,0,0,0,268,229,120174,31,NA,"Wastewater from Piney Point released into Tampa Bay following leak at phosphogypsum stacks https://t.co/m8DNoptBb7 via @heraldtribune"
"50","RT @TB_Times: Wastewater appears to be leaking at an old phosphate plant in Palmetto. To prevent “a potential catastrophic failure,"" state…","en",FALSE,"1376997826023071753",2021-03-30 20:40:39,"1376997826023071753","48426499","everyone",NA,"2009-06-18T17:42:44.000Z","Lindy1090","Lindy 🆘️",NA,"https://pbs.twimg.com/profile_images/1154486038632587267/FwcR1-_C_normal.jpg",FALSE,NA,FALSE,"To know even one life has breathed easier because you have lived. That is to have succeeded. - Ralph Waldo Emerson

#SOSAmerica2019",NA,4,0,0,0,0,1656,4736,235287,2,NA,"Wastewater appears to be leaking at an old phosphate plant in Palmetto. To prevent “a potential catastrophic failure,"" state regulators have approved controlled releases to Port Manatee on Tampa Bay. https://t.co/ZuIByL2ttm"
"51","Sarasota Herald-Tribune: Millions of gallons of industrial wastewater from the former Piney Point fertilizer processing plant is being released into Tampa Bay in response to the facility’s second leak in a decade.  . https   cm heraldtribune com offers reg. https   twitter com tstanfield status 1377191491743846401 photo 1","en",FALSE,"1377191491743846401",2021-03-31 09:30:13,"1377191491743846401","16384228","everyone",NA,"2008-09-20T23:38:44.000Z","tstanfield","Todd Stanfield 🏳️‍🌈",NA,"https://pbs.twimg.com/profile_images/1388931194826465287/sm7Yqu5k_normal.jpg",FALSE,NA,FALSE,"Fighting for inclusion, tolerance, & fairness. Hubby to William. Father to Eli.  Geek. Exvangelical. Beaches. Sunrises. Live music. LGBTQ. He/him/his","Punta Gorda, Florida",1,1,4,0,0,844,1647,9551,4,NA,"Sarasota Herald-Tribune: Millions of gallons of industrial wastewater from the former Piney Point fertilizer processing plant is being released into Tampa Bay in response to the facility’s second leak in a decade. https://t.co/zGwAZF6FIx https://t.co/yKhWABsL13"
"52","@tstanfield This makes me so sick.","en",FALSE,"1377204754800074752",2021-03-31 10:22:55,"1377191491743846401","990194011536347137","everyone","16384228","2018-04-28T11:40:24.000Z","LauraLadybug4","It's LaLa 🐀🐞🐰 🌊☕",NA,"https://pbs.twimg.com/profile_images/1588163487347494917/27OLy_OQ_normal.jpg",FALSE,"1183101384520032256",FALSE,"Slave to 4 rabbits.🐰🐰🐰🐰 Living in FL, missing WA.  I love all animals, critters, and nature. Mastodon: @lauras@home.social. Instagram: lauraladybug44.","Florida, USA",0,0,0,0,0,1004,2130,27371,2,NA,NA
"53","RT @ZackSampson: Wastewater appears to be leaking at an old phosphate plant in Palmetto. To prevent “a potential catastrophic failure,"" sta…","en",FALSE,"1377252881997369349",2021-03-31 13:34:09,"1377252881997369349","17468642","everyone",NA,"2008-11-18T19:17:54.000Z","christisch1","Chris Tisch",NA,"https://pbs.twimg.com/profile_images/810585428009086976/_n5Od9pe_normal.jpg",FALSE,NA,TRUE,"Breaking News Editor at the Tampa Bay Times and https://t.co/pf5u5evtvO. Wisconsin native, Northwestern grad, dad to a precious boy. he/him","St. Petersburg, FL",9,0,0,0,0,4158,4083,18926,151,NA,"Wastewater appears to be leaking at an old phosphate plant in Palmetto. To prevent “a potential catastrophic failure,"" state regulators have approved controlled releases to Port Manatee on Tampa Bay. https://t.co/KApnXQUCH2"
"54","""Millions of gallons of industrial wastewater from the former Piney Point fertilizer processing plant is being released into Tampa Bay in response to the facility’s second leak in a decade."" 

From @HeraldTribune: 
. https   www heraldtribune com story news local manatee 2021 03 30 wastewater piney point manatee county released into tampa bay 7053574002","en",FALSE,"1377308612285054982",2021-03-31 17:15:36,"1377308612285054982","1239172640","everyone",NA,"2013-03-03T15:29:18.000Z","MaxChesnes","Max Chesnes","https://t.co/XqBqJqqUrm","https://pbs.twimg.com/profile_images/1565022647829893121/osNHuVp6_normal.jpg",FALSE,"1617929674562342920",TRUE,"Environment reporter @TB_Times. Past: @tcpenvironment💧 2022 @MetcalfURI Fellow. @UFJSchool alum. Drone pilot. #ReadLocal","St Petersburg, FL",1,1,3,0,0,7720,2990,11457,127,NA,"""Millions of gallons of industrial wastewater from the former Piney Point fertilizer processing plant is being released into Tampa Bay in response to the facility’s second leak in a decade."" 

From @HeraldTribune: 
https://t.co/XjLWR16Xp7"
"55","RT @MaxChesnes: ""Millions of gallons of industrial wastewater from the former Piney Point fertilizer processing plant is being released int…","en",FALSE,"1377310197157220352",2021-03-31 17:21:54,"1377310197157220352","1203106244317208576","everyone",NA,"2019-12-07T00:18:06.000Z","julesinthemoun1","julesinthemountains3",NA,"https://pbs.twimg.com/profile_images/1605277312374620160/MPPaC_DH_normal.jpg",FALSE,"1544558550097178624",FALSE,"Let’s Camp🏕","In da mountains ",1,0,0,0,0,1549,587,10854,27,NA,"""Millions of gallons of industrial wastewater from the former Piney Point fertilizer processing plant is being released into Tampa Bay in response to the facility’s second leak in a decade."" 

From @HeraldTribune: 
https://t.co/XjLWR16Xp7"
"56","@MaxChesnes @HeraldTribune cc: @calusawater @MoteMarineLab @SierraClubFL","und",FALSE,"1377310767402397700",2021-03-31 17:24:10,"1377308612285054982","1109946914492084225","everyone","1239172640","2019-03-24T22:35:41.000Z","WarrenEducators","Warren Network",NA,"https://pbs.twimg.com/profile_images/1110311939400441861/YSN-E7di_normal.jpg",FALSE,NA,FALSE,"Highlighting the work and advocacy of the progressive coalition built within Sen. Warren's national efforts. Not tied to the Senator's office/staff.",NA,0,0,0,0,0,739,1601,16510,13,NA,NA
"57","""They've left us Floridians holding the bag of their mountain of waste.""

8 On Your Side went for a boat ride to Port Manatee to see where millions of gallons of industrial wastewater are being released into Tampa Bay from leaking Piney Point stack.  @WFLA . https   www wfla com news local news manatee county release of polluted water into tampa bay following piney point leak prompts environmental economic concerns. https   twitter com WFLAJustin status 1377458917677146117 video 1","en",FALSE,"1377458917677146117",2021-04-01 03:12:52,"1377458917677146117","34216888","everyone",NA,"2009-04-22T07:40:23.000Z","WFLAJustin","Justin Schecker","https://t.co/aQTGz1XGdq","https://pbs.twimg.com/profile_images/1442293459310682116/V8gJ-TY4_normal.jpg",FALSE,NA,TRUE,"@WFLA News Channel 8 Reporter jschecker@wfla.com","Tampa, FL",25,5,26,4,0,6006,3292,20015,114,NA,"""They've left us Floridians holding the bag of their mountain of waste.""

8 On Your Side went for a boat ride to Port Manatee to see where millions of gallons of industrial wastewater are being released into Tampa Bay from leaking Piney Point stack. https://t.co/hWZHARIslY @WFLA https://t.co/7g1mtfzt3l"
