"","text","author_id","id","possibly_sensitive","created_at.x","conversation_id","reply_settings","lang","name","location","username","profile_image_url","protected","url","verified","created_at.y","description","pinned_tweet_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_bookmark_count","public_metrics.x_impression_count","geo_place_id","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","public_metrics.y_like_count","text_with_display_links","in_reply_to_user_id","reply.to.thread.no.term"
"33","RT @weatherchannel: In the wake of Helene and Milton, red tide is looming off Florida's west coast. Here's what you should know about this rising threat: . https   weather com science environment video florida red tide tampa bay pinellas beaches 0","386366113","1848888486440640569",FALSE,2024-10-23 00:45:40,"1848888486440640569","everyone","en","Jeannine Foster",NA,"jjeanninefoster","https://pbs.twimg.com/profile_images/1245573558434058241/UucgSoAy_normal.jpg",FALSE,NA,FALSE,"2011-10-07T04:32:09.000Z","Professor, PhD Candidate, Author, and big time animal lover!!",NA,7,0,0,0,0,0,NA,1321,3189,22734,36,28267,"RT @weatherchannel: In the wake of Helene and Milton, red tide is looming off Florida's west coast. Here's what you should know about this rising threat: https://t.co/8Doj4EQZ0y",NA,FALSE
"34","RT @weatherchannel: In the wake of Helene and Milton, red tide is looming off Florida's west coast. Here's what you should know about this rising threat: . https   weather com science environment video florida red tide tampa bay pinellas beaches 0","1263429449636286464","1848879870685655414",FALSE,2024-10-23 00:11:26,"1848879870685655414","everyone","en","Mary-Ann LeSieur",NA,"LesieurMare","https://pbs.twimg.com/profile_images/1263429920585330690/qGW2nWV3_normal.jpg",FALSE,NA,FALSE,"2020-05-21T11:20:40.000Z","",NA,7,0,0,0,0,0,NA,397,1225,28687,0,48181,"RT @weatherchannel: In the wake of Helene and Milton, red tide is looming off Florida's west coast. Here's what you should know about this rising threat: https://t.co/8Doj4EQZ0y",NA,FALSE
"35","RT @weatherchannel: In the wake of Helene and Milton, red tide is looming off Florida's west coast. Here's what you should know about this rising threat: . https   weather com science environment video florida red tide tampa bay pinellas beaches 0","1096054052","1848863403017965662",FALSE,2024-10-22 23:06:00,"1848863403017965662","everyone","en","Deezee","Jesus is Coming","Myowntruth32","https://pbs.twimg.com/profile_images/1347901696043835400/wL6UrHCj_normal.jpg",FALSE,NA,FALSE,"2013-01-16T18:57:57.000Z","⛈🔥🌬️🌊",NA,7,0,0,0,0,0,NA,514,1259,42277,0,46626,"RT @weatherchannel: In the wake of Helene and Milton, red tide is looming off Florida's west coast. Here's what you should know about this rising threat: https://t.co/8Doj4EQZ0y",NA,FALSE
"36","RT @FloridaPoison: The red tide organism, Karenia brevis, was detected at background to very low concentrations in 5 samples in Pinellas and Manatee Counties. Red tide can cause breathing difficulty in people and pets. #Poison Help 1-800-222-1222. . https   x com FloridaPoison status 1848862397202636862 video 1","1096054052","1848863334998941823",FALSE,2024-10-22 23:05:43,"1848863334998941823","everyone","en","Deezee","Jesus is Coming","Myowntruth32","https://pbs.twimg.com/profile_images/1347901696043835400/wL6UrHCj_normal.jpg",FALSE,NA,FALSE,"2013-01-16T18:57:57.000Z","⛈🔥🌬️🌊",NA,1,0,0,0,0,0,NA,514,1259,42277,0,46626,"RT @FloridaPoison: The red tide organism, Karenia brevis, was detected at background to very low concentrations in 5 samples in Pinellas and Manatee Counties. Red tide can cause breathing difficulty in people and pets. #Poison Help 1-800-222-1222. https://t.co/ehcKugBmkk",NA,FALSE
"37","The red tide organism, Karenia brevis, was detected at background to very low concentrations in 5 samples in Pinellas and Manatee Counties. Red tide can cause breathing difficulty in people and pets. #Poison Help 1-800-222-1222. . https   x com FloridaPoison status 1848862397202636862 video 1","236390420","1848862397202636862",FALSE,2024-10-22 23:02:00,"1848862397202636862","everyone","en","FL Poison Control","Florida, USA","FloridaPoison","https://pbs.twimg.com/profile_images/798194714281316352/nEcHrPCl_normal.jpg",FALSE,"https://t.co/JPynmUPoh3",FALSE,"2011-01-10T13:44:51.000Z","Florida's Poison Control Centers provide free, confidential help with poisoning emergencies 24/7/365 @ 1-800-222-1222. RTs/follows/favorites ≠ endorsement",NA,1,0,0,0,0,105,NA,1211,429,10166,21,2582,"The red tide organism, Karenia brevis, was detected at background to very low concentrations in 5 samples in Pinellas and Manatee Counties. Red tide can cause breathing difficulty in people and pets. #Poison Help 1-800-222-1222. https://t.co/ehcKugBmkk",NA,FALSE
"38","RT @weatherchannel: In the wake of Helene and Milton, red tide is looming off Florida's west coast. Here's what you should know about this rising threat: . https   weather com science environment video florida red tide tampa bay pinellas beaches 0","24329569","1848857206852362651",FALSE,2024-10-22 22:41:22,"1848857206852362651","everyone","en","Sean Kernick","Fayetteville, AR","djradar","https://pbs.twimg.com/profile_images/452538699280965632/fq7L70qj_normal.jpeg",FALSE,NA,FALSE,"2009-03-14T04:36:08.000Z","",NA,7,0,0,0,0,0,NA,1108,1297,701662,72,683,"RT @weatherchannel: In the wake of Helene and Milton, red tide is looming off Florida's west coast. Here's what you should know about this rising threat: https://t.co/8Doj4EQZ0y",NA,FALSE
"39","RT @weatherchannel: In the wake of Helene and Milton, red tide is looming off Florida's west coast. Here's what you should know about this rising threat: . https   weather com science environment video florida red tide tampa bay pinellas beaches 0","1593498485940158465","1848855116352479288",FALSE,2024-10-22 22:33:04,"1848855116352479288","everyone","en","Copenhagen King",NA,"Beachbum_King","https://pbs.twimg.com/profile_images/1824621517348458497/wJA6QJcN_normal.jpg",FALSE,NA,FALSE,"2022-11-18T06:57:30.000Z","certified Beach bum and 100% Jacksonville Jaguars Dallas Cowboys and Texas Longhorns Fan",NA,7,0,0,0,0,0,NA,668,1537,43597,0,20913,"RT @weatherchannel: In the wake of Helene and Milton, red tide is looming off Florida's west coast. Here's what you should know about this rising threat: https://t.co/8Doj4EQZ0y",NA,FALSE
"40","In the wake of Helene and Milton, red tide is looming off Florida's west coast. Here's what you should know about this rising threat: . https   weather com science environment video florida red tide tampa bay pinellas beaches 0","20998647","1848854347045843045",FALSE,2024-10-22 22:30:01,"1848854347045843045","everyone","en","The Weather Channel","Atlanta, GA","weatherchannel","https://pbs.twimg.com/profile_images/1630568271668813824/1Ja_AhCm_normal.jpg",FALSE,"https://t.co/RTxQjyP6zm",TRUE,"2009-02-16T16:21:12.000Z","The World's Leading Weather Provider. Home to The Weather Channel app, https://t.co/arXumily0e, and TV network. Follow for forecasts, news, and alerts. #Beaforceofnature","1846602263038443789",7,2,34,0,3,27797,NA,5090363,4572,138204,17079,27342,"In the wake of Helene and Milton, red tide is looming off Florida's west coast. Here's what you should know about this rising threat: https://t.co/8Doj4EQZ0y",NA,FALSE
"41","@lesleyabravanel nice work, DeSantis

how's pollution control going around Florida under Republican rule","1309262172728553474","1848834883373961640",FALSE,2024-10-22 21:12:40,"1848805559237050841","everyone","en","DocBass","where i don't chat much on DM","DocBass4","https://pbs.twimg.com/profile_images/1309262603412275203/oWydM6fS_normal.jpg",FALSE,NA,FALSE,"2020-09-24T22:44:06.000Z","I am an INTROVERT - so, with apologies, i don't chat one-on-one on DM

ol' cranky hippy, retired college prof, progressive

equality, integrity","1309558717709508608",0,0,0,0,0,4,NA,10374,11062,122788,33,366077,NA,"27943005",TRUE
"42","RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. . https   weather com science environment video florida red tide tampa bay pinellas beaches 0","3224451066","1848828400405721147",FALSE,2024-10-22 20:46:54,"1848828400405721147","everyone","en","jersey shore girl","Sarasota, FL","maobbeau","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,NA,FALSE,"2015-05-23T18:20:27.000Z","Retired CTE administrator, urban school district. Grandmother of 8, set of triplets. Sick of a bunch of old white men running this country. Past time for change",NA,17,0,0,0,0,0,NA,389,998,8402,1,259496,"RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. https://t.co/FePNI6RPan",NA,FALSE
"43","@lesleyabravanel How's it looking?  I was in town a couple of weeks ago, and the ads were non-stop!","301854647","1848822277313597592",FALSE,2024-10-22 20:22:35,"1848805559237050841","everyone","en","Mike Brady 2.0 🇺🇸","Planet Earth","Not_Mike_Brady","https://pbs.twimg.com/profile_images/1645219263509065731/oSeh-XB7_normal.jpg",FALSE,"https://t.co/rL6SYnNTnQ",FALSE,"2011-05-20T05:32:15.000Z","🌟 Writer on topical events: politics, GenX, tweens, and culture. Sharing insights and sparking conversations on what's trending. #CurrentEvents #Culture #GenX",NA,0,0,0,0,0,3,NA,4632,4028,16786,20,31003,NA,"27943005",TRUE
"44","RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. . https   weather com science environment video florida red tide tampa bay pinellas beaches 0","253106377","1848819029265248683",FALSE,2024-10-22 20:09:40,"1848819029265248683","everyone","en","CynicalVisionary","EARTH","CynicalVision50","https://pbs.twimg.com/profile_images/490210542745686016/sljEO5Pz_normal.jpeg",FALSE,NA,FALSE,"2011-02-16T15:30:26.000Z","The DEA WarOnDrugs IS *The OpioidCrisis* PrescriptionPainMeds Were NEVER The Crisis *10 Million Suffer as The DEA BAN MFG CII-Opiate PainMeds🧛‍♂️100,000Yr DEAd","1600862361128259584",17,0,0,0,0,0,NA,3945,4499,935464,68,62569,"RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. https://t.co/FePNI6RPan",NA,FALSE
"45","RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. . https   weather com science environment video florida red tide tampa bay pinellas beaches 0","1325133163329417216","1848817367117136083",FALSE,2024-10-22 20:03:04,"1848817367117136083","everyone","en","Silverfox",NA,"Silverf40414185","https://pbs.twimg.com/profile_images/1328716519593947136/xGfjgAYU_normal.jpg",FALSE,NA,FALSE,"2020-11-07T17:49:51.000Z","I'm also on reddit.https://t.co/Bk8iKAw8VR
No DMs.",NA,17,0,0,0,0,0,NA,789,618,50375,1,53725,"RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. https://t.co/FePNI6RPan",NA,FALSE
"46","This is the first confirmed report of red tide since last year. A plume had been spotted by satellite photo during the past week. . https   health wusf usf edu health news florida 2024 10 21 red tide is confirmed in the gulf off the pinellas county coast","20798645","1848816598871679464",FALSE,2024-10-22 20:00:01,"1848816598871679464","everyone","en","Health News Florida","Tampa, FL","HealthNewsFL","https://pbs.twimg.com/profile_images/2626960293/xmwpbvpgbv34f2krgmvb_normal.jpeg",FALSE,"https://t.co/EXlbTcb8Uq",FALSE,"2009-02-13T19:36:57.000Z","Since 2006, we've provided in-depth health journalism for Floridians. We're a part of WUSF Public Media, with reporters in Tampa, Miami and Orlando.",NA,0,0,0,0,0,44,NA,6662,4055,30069,274,68,"This is the first confirmed report of red tide since last year. A plume had been spotted by satellite photo during the past week. https://t.co/yhrEczQiPL",NA,FALSE
"47","RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. . https   weather com science environment video florida red tide tampa bay pinellas beaches 0","1019728915156295680","1848815564757864861",FALSE,2024-10-22 19:55:54,"1848815564757864861","everyone","en","Doug Foley","Colorado ","DougFoley6","https://pbs.twimg.com/profile_images/1810404492724064257/vBS2stn4_normal.jpg",FALSE,NA,FALSE,"2018-07-18T23:41:33.000Z",",la 
#ISeeAFuture 
Slava Ukraini 🇺🇦 
 #HarrisWalz2024","1850234245224280469",17,0,0,0,0,0,NA,2006,4149,182357,4,617629,"RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. https://t.co/FePNI6RPan",NA,FALSE
"48","RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. . https   weather com science environment video florida red tide tampa bay pinellas beaches 0","810669426186010624","1848814690647859692",FALSE,2024-10-22 19:52:26,"1848814690647859692","everyone","en","Peter Fitch","Lake Worth, FL","PeterGFitch1","https://pbs.twimg.com/profile_images/1645185681994514432/mwYhG5lc_normal.jpg",FALSE,NA,FALSE,"2016-12-19T02:13:47.000Z","Born and bred progressive Hoosier.  Living in Florida 20 years hasn’t changed that.  Big fan of Chicago and the Twin Cities.  No DMs please.",NA,17,0,0,0,0,0,NA,860,735,63615,0,42534,"RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. https://t.co/FePNI6RPan",NA,FALSE
"49","RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. . https   weather com science environment video florida red tide tampa bay pinellas beaches 0","32646705","1848813567547412651",FALSE,2024-10-22 19:47:58,"1848813567547412651","everyone","en","patricia",NA,"pmccy","https://pbs.twimg.com/profile_images/1035196258028322816/ioAZLR_O_normal.jpg",FALSE,NA,FALSE,"2009-04-17T23:06:36.000Z","",NA,17,0,0,0,0,0,NA,1443,1105,403305,217,11073,"RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. https://t.co/FePNI6RPan",NA,FALSE
"50","RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. . https   weather com science environment video florida red tide tampa bay pinellas beaches 0","1158932056338030592","1848812812883149173",FALSE,2024-10-22 19:44:58,"1848812812883149173","everyone","en","Sch53","Atlanta, GA","Sch531","https://pbs.twimg.com/profile_images/1267819452789219328/cKqekBwS_normal.jpg",FALSE,NA,FALSE,"2019-08-07T02:45:08.000Z","Boyz Just Want to Have Fun",NA,17,0,0,0,0,0,NA,1161,1269,451805,4,455021,"RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. https://t.co/FePNI6RPan",NA,FALSE
