"","text","id","reply_settings","created_at.x","lang","possibly_sensitive","in_reply_to_user_id","conversation_id","author_id","location","username","url","name","created_at.y","verified","pinned_tweet_id","profile_image_url","description","protected","geo_place_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count"
"47","Yep its here, tide changing, hopefully will pull out of canal for a bit #redtide #florida #islandlife @ Longboat Key, Florida https://t.co/fR5B5eXbWw","1026137007653892096","everyone",2018-08-05 16:05:01,"en",FALSE,NA,"1026137007653892096","97718802","Anna Maria","oliveoiloutpost","http://t.co/eEMOfgeThV","Olive Oil Outpost","2009-12-18T18:09:19.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/586287124460089344/6-0ts-kC_normal.png","Amazing Olive Oils, Olives, Balsamics, Vinegars, Pastas, Cheese, Meats, Wines an espresso bar and more",FALSE,"06994603b8d09169",0,0,0,0,0,519,812,3527,18
"48","The only red tide-like factors I’ve seen so far: The water being a more murky brown color and one dead fish. @bradentonherald https://t.co/53Ls05Nvde","1026142834661974019","everyone",2018-08-05 16:28:11,"en",FALSE,NA,"1026142834661974019","35984854","Florida, USA","SamPutterman","https://t.co/BCOBpCDHlV","Samantha Putterman","2009-04-28T04:12:30.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1162065799693119489/wZV3E7_Y_normal.jpg","Covering misinformation @PolitiFact. Former: @Bradentonherald @TB_Times. Fan of dogs, coffee, news & dogs. Tips: sputterman@poynter.org",FALSE,"3c2aec1245cb0d0c",1,0,1,0,0,1341,1250,5918,57
"49","But everyone I’ve talked to says they haven’t noticed any adverse effects like the coughing or nasty smell that usually comes with #RedTide.","1026143000618000384","everyone",2018-08-05 16:28:50,"en",FALSE,NA,"1026143000618000384","35984854","Florida, USA","SamPutterman","https://t.co/BCOBpCDHlV","Samantha Putterman","2009-04-28T04:12:30.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1162065799693119489/wZV3E7_Y_normal.jpg","Covering misinformation @PolitiFact. Former: @Bradentonherald @TB_Times. Fan of dogs, coffee, news & dogs. Tips: sputterman@poynter.org",FALSE,"3c2aec1245cb0d0c",2,2,0,0,0,1341,1250,5918,57
"50","How to spot tourists: they're the ones swimming in the water and playing in the sand next to dozens of dead fish. Even if you don't know about the #RedTide bloom, the bulging fish eyes and water the color of a Moses-bargaining-with-Pharoah day should be a clear sign. #beachlife","1026167152234192897","everyone",2018-08-05 18:04:49,"en",FALSE,NA,"1026167152234192897","783427419311079424",NA,"bryanafern","https://t.co/kpohGxNBJA","Bryana Fern","2016-10-04T22:03:46.000Z",FALSE,"1514323636555026438","https://pbs.twimg.com/profile_images/1208862067652005890/sK0lT-aV_normal.jpg","PhD in Fiction from USM Center for Writers. Roddenberry, Rowling, & Tolkien enthusiast. Freddie Mercury fan. DC Comics Batfamily love.",FALSE,"3c2aec1245cb0d0c",0,0,0,0,0,420,2889,1314,4
"51","@SamPutterman On Coquina Beach this morning it was very strong, and I'd say about 2 dozen dead fish in the water","1026171234466185216","everyone",2018-08-05 18:21:02,"en",FALSE,"35984854","1026143000618000384","706265810","Bradenton, FL","angie_angers",NA,"Angie Angers","2012-07-20T02:40:00.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1359183461517508612/LPsYPTpE_normal.jpg","Morning reporter at Bay News 9 in St. Pete. RI native and longtime Floridian. Story idea? Golf recs? DM/Email me at angela.angers@charter.com",FALSE,NA,0,1,1,0,0,2997,1057,4223,68
"52","@angie_angers Yeah that’s what I was hearing from everyone who came from there. If things keep going this way it will probably be in full swing even in the northernmost tip of AMI by Monday or Tuesday. 😢","1026172579269234688","everyone",2018-08-05 18:26:22,"en",FALSE,"706265810","1026143000618000384","35984854","Florida, USA","SamPutterman","https://t.co/BCOBpCDHlV","Samantha Putterman","2009-04-28T04:12:30.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1162065799693119489/wZV3E7_Y_normal.jpg","Covering misinformation @PolitiFact. Former: @Bradentonherald @TB_Times. Fan of dogs, coffee, news & dogs. Tips: sputterman@poynter.org",FALSE,"008338532a26abed",0,0,0,0,0,1341,1250,5919,57
"53","Friendly reminder that the runoff from lake o is not the only thing contributing to this years drastic algae blooms and stopping the drainage will not stop red tide 😊","1026280340040638464","everyone",2018-08-06 01:34:35,"en",FALSE,NA,"1026280340040638464","854141286",NA,"sgannett101",NA,"Stephanie Gannett","2012-09-30T05:11:49.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1215096031802806279/H8aWicEg_normal.jpg","Florida State Alum | Please use the Oxford Comma",FALSE,"4019ea33d81d7fe8",0,0,2,0,0,249,572,5418,5
"54","My eyes &amp; throat feel the #redtide too","1026429981726068737","everyone",2018-08-06 11:29:12,"en",FALSE,"349049976","1026429462555111425","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,"224d8d4e6da92f36",0,0,0,0,0,3163,1917,76767,119
"55","Reporting from Anna Maria Island,  where #RedTide has begun accessing local beaches.  The smell is apparent as you approach the shore, as is the color of the now murky water. #manateepublicbeach #ami https://t.co/pfxsUk42wR","1026460180681244672","everyone",2018-08-06 13:29:12,"en",FALSE,NA,"1026460180681244672","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"07d9f111eb088000",3,0,0,0,0,2840,1467,31062,82
"56","Dead fish have begun washing ashore on Manatee Public Beach in Holmes Beach. #RedTide #AMI https://t.co/asrxyF3ZzD","1026460742831235072","everyone",2018-08-06 13:31:26,"en",FALSE,NA,"1026460742831235072","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"07d9f111eb088000",2,1,1,1,0,2840,1467,31062,82
"57","How they pick up dead fish during red tide. Instead of a chain gang, they use a dead fish gang. #redtide @ Anna Maria Island Beaches https://t.co/H71rt27Nid","1026460851685875712","everyone",2018-08-06 13:31:52,"en",FALSE,NA,"1026460851685875712","22022939","Hialeah, Florida","MAP_Photography","http://t.co/kdwOo25QsB","Mike Pancier Photo","2009-02-26T15:46:39.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/527717213/MAPSHOOTING-icon_normal.jpg","Florida based nature, avian, landscape, infrared, portrait and fine art photographer & avid naturalist and attorney.",FALSE,"19e150d848908604",0,0,0,0,0,1465,679,6755,136
"58","Green flag may be flying still but I wouldn't swim in the water. With an empty beach, looks like most people feel the same. #redtide https://t.co/FL9Nk5HC5O","1026467428895744001","everyone",2018-08-06 13:58:00,"en",FALSE,NA,"1026467428895744001","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"07d9f111eb088000",1,0,0,1,0,2840,1467,31062,82
"59","Families seen walking away almost immediately after arriving at the beach. #redtide https://t.co/gNFrYVpK1K","1026467622215471104","everyone",2018-08-06 13:58:46,"en",FALSE,NA,"1026467622215471104","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"07d9f111eb088000",1,0,2,0,0,2840,1467,31062,82
"60","You don’t have to be Don Draper to come up with the attack ad if he’s the nominee in November #redtide #greenslime https://t.co/WUcQQze8NJ","1026482842111541250","everyone",2018-08-06 14:59:15,"en",FALSE,NA,"1026482842111541250","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,"008338532a26abed",0,0,0,0,0,3163,1917,76767,119
"61","Some people walking the beach but have not spotted anyone swimming. #RedTide #AMI https://t.co/PseKoaCWiw","1026487899653644288","everyone",2018-08-06 15:19:21,"en",FALSE,NA,"1026487899653644288","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"3c2aec1245cb0d0c",0,0,0,0,0,2840,1467,31062,82
"62","I can now taste the #RedTide in the far back of my now slightly irritated throat. I can also report a slight burning irritation to my eyes.","1026489241986113537","everyone",2018-08-06 15:24:41,"en",FALSE,NA,"1026489241986113537","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"3c2aec1245cb0d0c",0,1,0,0,0,2840,1467,31062,82
"63","NOT a good day at the beach, and anyone who knows me can attest, that's saying a lot. #RedTide #AMI","1026489608236937217","everyone",2018-08-06 15:26:08,"en",FALSE,"265559945","1026489241986113537","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"3c2aec1245cb0d0c",0,1,1,0,0,2840,1467,31062,82
"64","The breeze accompanied by the smell hits you the minute you get out of your car here at Anna Maria Bayfront Park. #RedTide #AMI https://t.co/pEnMLpSVoB","1026492812366422017","everyone",2018-08-06 15:38:52,"en",FALSE,NA,"1026492812366422017","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"07d9f48279087000",1,0,0,0,0,2840,1467,31062,82
"65","@JDeleon1012 I wanted to check out the sunset last night. But I couldn't make myself go --and that is saying even more, I think. #RedTide #AnnaMariaIsland","1026495412314808320","everyone",2018-08-06 15:49:12,"en",FALSE,"265559945","1026489241986113537","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,NA,0,0,1,0,0,3163,1917,76771,119
"66","Spotted @MyFWC vehicle,  likely out here monitoring #RedTide situation. #AMI https://t.co/Sl1sAQpdbx","1026503147437604865","everyone",2018-08-06 16:19:56,"en",FALSE,"265559945","1026497773229797376","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"07d9e3eb0e483000",1,0,0,0,0,2840,1467,31062,82
"67","Parking lot of Manatee Public Beach at lunchtime has more cars than this morning but not its usual packed state. Smell of #redtide hits you in the parking lot. https://t.co/0i80Bas42l","1026513940115845121","everyone",2018-08-06 17:02:49,"en",FALSE,NA,"1026513940115845121","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"07d9f111eb088000",0,1,0,0,0,2840,1467,31062,82
"68","Light crowd. https://t.co/Og5sSVTOrT","1026514169946955779","everyone",2018-08-06 17:03:44,"en",FALSE,"265559945","1026513940115845121","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"07d9f111eb088000",1,0,0,0,0,2840,1467,31062,82
"69","Red Tide is killing my home and politicians haven’t done shit","1026562915476938752","everyone",2018-08-06 20:17:26,"en",FALSE,NA,"1026562915476938752","429992131","America’s Wang","emblergh",NA,"Tropical Depression Emily","2011-12-06T16:52:25.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1607807292363137024/jx05Z7EA_normal.jpg","florida swamp witch - she/her -⚡️📺🎥🌴🌈",FALSE,"445510b59110e7a2",0,0,0,0,0,288,473,25000,5
"70","#Redtide is horrible.  You can see the dead #fish.  The long white snake looking things are actually eels. The smell it's horrible. There are thousands all over the shore line. 
#beach… https://t.co/qMxgmvjHYx","1026639208205565952","everyone",2018-08-07 01:20:35,"en",FALSE,NA,"1026639208205565952","2332069808","Sarasota, Florida","RealBrianGould",NA,"Brian Gould","2014-02-07T16:01:50.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1504183149617721345/uH6M5tEe_normal.jpg","God | Proud father | Go Blue",FALSE,"06994603b8d09169",0,0,0,0,0,226,268,9919,9
"71","Everything you need to know about #RedTide on #AnnaMariaIsland starts on Page 1 of Tuesday’s @bradentonherald featuring the work of @saranealeigh @JDeleon1012 @SamPutterman &amp; @tompkinscondie Read the latest at https://t.co/yh6lSLqACX #ReadLocal https://t.co/BFrA14N0gx","1026772472450965505","everyone",2018-08-07 10:10:08,"en",FALSE,NA,"1026772472450965505","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,"d096ac3f2b0da338",6,1,2,1,0,3163,1917,76767,119
"72","Story by @saranealeigh &amp; @JDeleon1012 on #RedTide conditions on #AnnaMariaIsland Video &amp; photos by @tompkinscondie https://t.co/7c4AeeqUI8","1026772935116316672","everyone",2018-08-07 10:11:58,"en",FALSE,"349049976","1026772472450965505","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,"d096ac3f2b0da338",1,1,1,0,0,3163,1917,76767,119
"73","A #RedTide FAQ by @saranealeigh &amp; @SamPutterman of @bradentonherald","1026773211491561472","everyone",2018-08-07 10:13:04,"en",FALSE,"349049976","1026772472450965505","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,"d096ac3f2b0da338",0,0,1,0,0,3163,1917,76767,119
"74","Happening now: volunteers are at Holmes Beach on Anna Maria Island cleaning up the aftermath of the red tide outbreak. Most fish are already picked up. https://t.co/liukGKkawX","1026802516720316422","everyone",2018-08-07 12:09:31,"en",FALSE,NA,"1026802516720316422","455095674","Tampa, FL","EmeraldMorrow","https://t.co/KCEXKvlb4Z","Emerald Morrow (WTSP)","2012-01-04T18:42:14.000Z",TRUE,"1602398889071484929","https://pbs.twimg.com/profile_images/1512239271129849856/YrwFDBOQ_normal.jpg","🔍Investigative reporter/anchor @10TampaBay (CBS) |🏆3x Emmy winner | 2x @NorthwesternU alum💜| Stl made, Northside raised | Lefty🖐🏿| Love to: DIY🔨sew🧵skate",FALSE,"19e150d848908604",9,1,10,2,0,2911,1312,8256,96
"75","Morning walk on the beach has an added level of intensity - not stepping on Dead Sea creatures washed up on the beach from the #RedTide. #Vacation2018","1026810118145486848","everyone",2018-08-07 12:39:44,"en",FALSE,NA,"1026810118145486848","5839952","Ohio, USA","bigdogmompam",NA,"Pam","2007-05-07T18:16:04.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/378800000149348789/4306fc0c5699679aa9fcf9dbd9f5be1a_normal.jpeg","Puppy kisses can cure all kinds of ills",FALSE,"224d8d4e6da92f36",0,0,0,0,0,71,485,5527,6
"76","@EmeraldMorrow So great to see volunteers banding together to help with this awful situation up and down the west coast.","1026811103987216385","everyone",2018-08-07 12:43:39,"en",FALSE,"455095674","1026802516720316422","16035622","South Florida","fsutoby",NA,"Toby Srebnik (he/him)","2008-08-29T01:18:39.000Z",FALSE,"1038240280393211904","https://pbs.twimg.com/profile_images/1130212186066960385/51efEAFN_normal.jpg","Mgr, #PR/Communications, @TrulyNolen. Past-Pres. @PRSAPalmBeach & @PRSAFTL. @floridastate alum, @RaysBaseball & @Seahawks fan. Opinions here are my own.",FALSE,NA,0,0,1,0,0,4709,4121,147527,284
"77","Sandy Gilbert presents the START Oyster Program to the county commission. The program was started in 1995 when red tide was taking over the gulf coast. They are hoping to reimplement the program. 1 oyster can filter 9-50 gallons of water everyday. @BN9 https://t.co/d20PuMUZoi","1026824856845869057","everyone",2018-08-07 13:38:18,"en",FALSE,NA,"1026824856845869057","517718066","Jacksonville Beach, FL","laurenverno","https://t.co/Ev9ilxkZ3I","lauren verno","2012-03-07T16:01:53.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1537986820880838663/i0pvg5_u_normal.jpg","Emmy award winning journalist turned cyber defender.",FALSE,"008338532a26abed",6,1,6,0,0,1431,501,2508,31
